cell_id,race,gender,age_group,state,state_cd,education_level,old_N,past_vote,prob,expected_N,N,prob_raked,age
164508,White,Male,43-47,IL,IL-12,No HS,1753.4834999999996,Did not vote,0.3682203648327194,645.6683340981537,1163.4407698284167,0.6277511890148489,46
134660,Other/Multi,Male,38-42,WV,WV-2,Some college,284.39549999999997,Democratic,0.3205945895922574,91.17565860438484,35.016727976666445,0.1188743167519561,42
85313,Black,Female,33-37,GA,GA-1,Some college,2481.1337999999996,Democratic,0.4950028875688891,1228.1683954447703,757.5106644325978,0.2729292569996633,33
194245,White,Male,48-52,WI,WI-6,Some college,4077.447000000003,Democratic,0.4274451699170051,1742.8850257425838,1064.2461405894555,0.2559112746114282,49
38407,White,Female,23-27,MN,MN-8,Some college,3299.019899999998,Did not vote,0.141546612575264,466.96509166338615,1414.9723200840324,0.3812909529284465,23
85536,Black,Female,33-37,PA,PA-8,Some college,331.9751,Did not vote,0.2823777057020373,93.74236708820442,215.17357783932465,0.5806852969023839,37
108284,White,Male,33-37,IN,IN-2,Post-grad,1298.8164000000004,Did not vote,0.0744147024849291,96.65103598854677,411.9842577110245,0.3047544847793772,33
137169,White,Male,38-42,PA,PA-17,Some college,2529.3019999999997,Democratic,0.5907323009935975,1494.140390367708,1133.448414700765,0.4403330160093579,39
263948,White,Female,63-67,MI,MI-4,4-year,3505.8694999999993,Republican,0.4623818158174344,1621.0503054289609,1762.424952055483,0.5165129116279131,64
58064,Hispanic,Female,28-32,NC,NC-11,4-year,602.8365272380624,Republican,0.2326782457308092,140.26694562020555,146.08061146416344,0.2354589264790131,28
163631,White,Male,43-47,IA,IA-3,4-year,6038.100800000002,Did not vote,0.0719023333425362,434.1535364774351,997.9957234689174,0.1650946533720933,46
192319,White,Male,48-52,NC,NC-6,4-year,3507.7475375200197,Republican,0.6404687264731646,2246.602598144826,2130.6828320885256,0.5808440931683065,52
12465,White,Female,18-22,TX,TX-24,Some college,2946.890054043945,Did not vote,0.2477230309521613,730.0125360705446,1348.0073565259615,0.4413755644959333,18
193861,White,Male,48-52,CA,CA-31,Some college,842.9610290545659,Did not vote,0.1254142877041393,105.71935702122664,378.4314548211608,0.4378396865958794,48
50643,White,Male,23-27,PA,PA-4,4-year,6605.793900000008,Republican,0.2997135854288472,1979.84617437301,1988.8060045150237,0.2943223735822648,25
18691,Hispanic,Male,18-22,CA,CA-38,Some college,5555.777123617277,Did not vote,0.2372017822005766,1317.8402352312116,3346.4284151688803,0.55089389120992,22
344986,White,Female,78-82,TN,TN-3,4-year,1247.7207,Did not vote,0.0353011852922819,44.046019623715765,147.70211895859643,0.1304692042092575,82
357284,White,Male,78-82,OH,OH-10,HS grad,1914.1877541185092,Democratic,0.2102778124578448,402.5112135696352,203.6985628253856,0.1270637683474428,78
269045,Black,Male,63-67,TX,TX-12,4-year,122.91829205989929,Did not vote,0.0808706496900027,9.940482137669566,25.339151104107692,0.2477814552448664,67
92536,White,Female,33-37,PA,PA-17,2-year,2409.306699999998,Democratic,0.570534764785507,1374.593231380645,1038.6472896531063,0.4143427237820062,34
25569,Asian,Female,23-27,TX,TX-11,4-year,278.2927211937498,Democratic,0.4470737786657623,124.4173784392672,89.85784272165704,0.2973747624564749,25
222510,White,Male,53-57,CA,CA-23,Some college,2313.3080509137317,Democratic,0.3728221304179984,862.4524358547649,729.3335531040003,0.3255804225334357,57
135497,White,Male,38-42,UT,UT-3,4-year,5607.412168555907,Republican,0.3870785450100403,2170.5089434762153,2287.233466795877,0.4137740185839161,40
36605,White,Female,23-27,IN,IN-3,4-year,5115.331799999999,Republican,0.3998074937289206,2045.1479865498477,1776.0984906115875,0.3248632738555388,27
151363,White,Female,43-47,PA,PA-13,Some college,3415.8570000000004,Did not vote,0.1488278115960186,508.3745220349415,1376.17268743975,0.3895936919344804,46
11283,White,Female,18-22,WI,WI-6,HS grad,6301.045500000004,Republican,0.3153352516666919,1986.9417685057776,1851.7241439061431,0.2494154705159842,18
319540,White,Female,73-77,CA,CA-3,HS grad,2456.5865087142156,Democratic,0.5326878740690341,1308.5938447936462,1067.837878169836,0.5888903495945468,77
78456,White,Male,28-32,AL,AL-5,4-year,4569.0198,Did not vote,0.1798051809089565,821.5334317156046,2050.7469490301164,0.4237980381608136,28
219962,Other/Multi,Male,53-57,FL,FL-2,Some college,179.458717336064,Republican,0.6030797932160736,108.22792614185528,95.04867120695124,0.5498500519788212,55
92996,White,Female,33-37,TN,TN-7,4-year,5690.122700000004,Did not vote,0.1422744956548771,809.5593373568687,2268.147642174531,0.3858174654390182,37
164080,White,Male,43-47,IL,IL-3,HS grad,1521.1715000000006,Did not vote,0.2646449801401516,402.57040140726474,845.6773309604323,0.5372826790092297,46
173231,Hispanic,Female,48-52,TX,TX-15,Some college,2751.851531931493,Did not vote,0.2708234815408945,745.2660125613309,1512.250336855588,0.5877764283527218,50
52219,White,Male,23-27,KY,KY-5,Some college,4348.246100000001,Republican,0.5405781110099166,2350.5666629442376,1925.399975405034,0.4133749333388836,23
358301,White,Male,78-82,AR,AR-4,Some college,1457.4635999999991,Republican,0.7019913519788227,1023.1268430239214,895.0234027083618,0.6813469631081502,81
256598,Black,Female,63-67,VA,VA-4,Some college,2804.563299999999,Democratic,0.8536498714072288,2394.1151003984323,1583.156599758608,0.6779094722611331,64
333951,White,Male,73-77,TX,TX-8,Post-grad,1311.7785471291984,Democratic,0.5160388074673886,676.9286371218552,500.69231328903106,0.4036528982306696,75
307444,White,Male,68-72,CA,CA-42,Some college,2228.998791395382,Democratic,0.5232971394556958,1166.4286913874066,912.3578067789662,0.4845750991796511,70
192716,White,Male,48-52,MI,MI-4,HS grad,4704.600599999997,Did not vote,0.1561770696176381,734.7507354293818,1491.6038802383723,0.3131797835573105,50
321160,White,Female,73-77,TN,TN-8,Some college,3038.344700000001,Did not vote,0.0759116857325831,230.6458680136595,566.7101311850589,0.216537428586179,74
24464,White,Male,18-22,CO,CO-3,Some college,4993.363600000001,Democratic,0.4522615196345512,2258.306209823854,1899.3767479289363,0.3568850521074861,20
56986,Black,Female,28-32,AZ,AZ-8,Some college,327.8,Democratic,0.6542357475592389,214.4584780499185,117.41316742397996,0.3060541849167203,31
12419,White,Female,18-22,PA,PA-15,Some college,14145.02720000002,Did not vote,0.2143353756323389,3031.779718241656,7143.962865316146,0.4855464294384711,22
94475,White,Female,33-37,FL,FL-18,Some college,2883.1130431195156,Did not vote,0.2651813822164743,764.5479018607787,1613.3084457897785,0.507852288141896,33
116580,Hispanic,Female,38-42,TX,TX-37,Some college,872.3657208012635,Democratic,0.6058550954416007,528.5272170360303,322.1325182094067,0.3664156508933996,42
79192,White,Male,28-32,OH,OH-3,HS grad,3438.4561561570135,Democratic,0.4589132063764549,1577.9529396068754,947.6242924287238,0.251830880015211,28
278623,White,Male,63-67,SD,SD-1,HS grad,10648.0,Republican,0.6655414401862824,7086.6852551035345,5570.0512427569,0.5959259926550111,65
107250,White,Male,33-37,WI,WI-3,4-year,4139.056500000003,Democratic,0.7142138897148894,2956.1716426146986,2011.530976649748,0.4915692515232682,37
80418,White,Male,28-32,MS,MS-1,Some college,3485.7774999999997,Did not vote,0.2122734515234285,739.938021167708,1650.2609522997177,0.4362640070526149,31
171291,Hispanic,Female,48-52,IL,IL-9,4-year,400.3704,Democratic,0.7662896894638082,306.79970948650066,191.3696037362398,0.503129505232889,48
38533,White,Female,23-27,SC,SC-2,Some college,3023.8680999999992,Did not vote,0.2379713255760918,719.593900124258,1677.7446659113973,0.4932137204887763,27
265597,White,Female,63-67,FL,FL-9,Some college,3665.5894003728863,Republican,0.4608384116367533,1689.24439698036,1255.9627771206706,0.3860701728144102,65
23317,White,Male,18-22,FL,FL-1,HS grad,7279.45179420666,Did not vote,0.301604679318384,2195.5167240053347,3509.3582786669435,0.469433896002885,19
370572,White,Female,83+,FL,FL-23,Some college,4182.831241003276,Republican,0.3499791467128509,1463.9037085701816,1754.0621578301289,0.507898500433866,99
255004,Black,Female,63-67,CA,CA-49,HS grad,62.66419035778344,Democratic,0.8222517395464007,51.525739528954226,30.899074948884437,0.6131353998765787,67
57853,Hispanic,Female,28-32,CA,CA-12,4-year,1693.1082873155008,Did not vote,0.1445559414492357,244.7488624483953,817.7662776893068,0.4579714777255003,28
3454,Black,Female,18-22,FL,FL-23,No HS,613.8240970318708,Did not vote,0.6265173112849219,384.5714228743027,776.7784121939621,0.9223053694992358,21
277523,White,Male,63-67,GA,GA-14,2-year,1061.4044,Republican,0.6585025468306733,698.9375006172827,693.7788653910509,0.6823066134172847,66
235325,White,Female,58-62,LA,LA-3,4-year,3163.1841999999983,Republican,0.7800029868186737,2467.2931238576357,2067.0532582092683,0.6823565306736981,59
237234,White,Female,58-62,SC,SC-2,Some college,3526.2995000000014,Republican,0.6299018294684658,2221.222506303737,1779.1880278966264,0.5315967981493962,61
254236,Black,Female,63-67,GA,GA-6,2-year,1019.7498,Democratic,0.8784518947849496,895.8011440165734,645.3708327631018,0.7233770775946351,63
23294,White,Male,18-22,CA,CA-49,HS grad,9003.954374343744,Did not vote,0.2156484091145006,1941.6884365667777,5978.911532044132,0.5785381890204688,22
107392,White,Male,33-37,IA,IA-3,HS grad,4909.1731000000045,Did not vote,0.2622674982547868,1287.5165474366977,2510.3599118884695,0.469993873946262,35
34573,Other/Multi,Female,23-27,NJ,NJ-8,HS grad,123.197,Democratic,0.3441998210917908,42.40438535904536,16.465800287530133,0.1144951598313299,23
293237,White,Female,68-72,CO,CO-3,Post-grad,2772.374499999999,Democratic,0.5889677649487228,1632.8392128658325,1459.06293177252,0.5505763955100098,70
201824,Hispanic,Female,53-57,TX,TX-35,Some college,2542.0806704057054,Democratic,0.5472068766109808,1391.044023745854,878.6994945183543,0.3859336104850426,55
96521,Asian,Male,33-37,DE,DE-1,Post-grad,320.0,Democratic,0.5873325454709323,187.9464145506983,146.2408062195239,0.4309679404339636,37
18325,Hispanic,Male,18-22,NV,NV-2,No HS,1099.0990000000002,Did not vote,0.4281961228856012,470.62993046744145,973.0758822213446,0.7293495856457609,22
92961,White,Female,33-37,OR,OR-5,4-year,6034.1597,Republican,0.2404553534392752,1450.946003372531,1711.6756393918956,0.2778591312323119,36
94461,White,Female,33-37,CT,CT-2,Some college,2740.028799999999,Democratic,0.5328541775799306,1460.0357927693235,1035.4038758769211,0.3438135316157012,34
237283,White,Female,58-62,TX,TX-5,Some college,3425.4138091248205,Did not vote,0.1466918852477179,502.48040941408664,1529.2660759356431,0.5056055916838543,62
207117,White,Female,53-57,NE,NE-1,HS grad,2602.0375000000013,Democratic,0.2822691956291814,734.4750321219665,348.1623673632097,0.1331985798101071,53
306349,White,Male,68-72,NM,NM-3,HS grad,1990.6722,Republican,0.4411382191364126,878.1615891923645,752.7032542420432,0.4464991964323784,71
148090,Other/Multi,Female,43-47,FL,FL-21,Post-grad,213.09454110111992,Did not vote,0.1171004466393475,24.953465939347943,54.93069059865652,0.2572528977021081,47
36466,White,Female,23-27,AZ,AZ-6,4-year,4769.573100000001,Did not vote,0.0855359309308677,407.96987525132494,1504.6317668835698,0.2979483977365253,25
235744,White,Female,58-62,IN,IN-6,HS grad,9116.370299999997,Did not vote,0.1314566546622433,1198.407542300231,3607.0746600827615,0.4177093072093749,61
250818,White,Male,58-62,CA,CA-44,Post-grad,506.6680241969255,Republican,0.3110176090887525,157.58267748744996,113.562053117289,0.2292809069364482,58
178565,White,Female,48-52,OH,OH-1,HS grad,3288.459599255986,Republican,0.4372073653814091,1437.7387575539142,1582.5143297287227,0.4452153481623406,52
253738,Asian,Female,63-67,CA,CA-16,Some college,622.6716488758743,Did not vote,0.1285437635668736,80.04055721289576,187.3077634448486,0.3745899077089961,66
151232,White,Female,43-47,ME,ME-2,Some college,3953.055100000001,Did not vote,0.1635717850126003,646.6082789601636,1408.5965781595255,0.3411256703098401,43
164256,White,Male,43-47,OR,OR-6,HS grad,3660.2766000000006,Republican,0.4114539591078797,1506.0352984999292,1226.3884007784427,0.3337241352653337,43
129676,Hispanic,Male,38-42,NJ,NJ-11,No HS,492.32,Did not vote,0.3964354042010101,195.17307819624128,339.684563892828,0.6420482495528422,39
10747,White,Female,18-22,PA,PA-13,4-year,1290.433,Republican,0.408860581975594,527.6071873805117,565.9712928077419,0.4132405622744483,20
30445,Hispanic,Female,23-27,TX,TX-23,4-year,3273.3775023409016,Democratic,0.5838941901430599,1911.306105761853,989.9520018180908,0.2684683127881353,24
11154,White,Female,18-22,OH,OH-11,HS grad,3171.071414192261,Did not vote,0.3738379397369187,1185.466804240272,3180.9753779321627,0.730471838761273,20
207048,White,Female,53-57,MA,MA-1,HS grad,5340.393800000006,Did not vote,0.3529174919095904,1884.718385705529,2367.6847550000043,0.4208143341862418,53
93212,White,Female,33-37,IL,IL-10,HS grad,902.1664,Did not vote,0.3406872834628554,307.35662004746376,689.6859614780743,0.6342289915459347,33
159005,Hispanic,Male,43-47,TX,TX-28,Some college,3099.934192407424,Did not vote,0.2360136726043817,731.6268535819742,1751.482420536687,0.577701969938345,47
319313,White,Female,73-77,NH,NH-1,4-year,2833.467499999999,Republican,0.330666471118972,936.9326992552956,1013.7939652808296,0.3830842869617077,75
72672,Hispanic,Male,28-32,PA,PA-6,HS grad,2044.6336999999996,Did not vote,0.2013694855954287,411.726836400078,1046.3320221706651,0.4796544350695875,29
122594,White,Female,38-42,PA,PA-17,Post-grad,5536.719800000001,Republican,0.1926415044383474,1066.6020319255863,1204.309258245053,0.2187216287613657,39
250192,White,Male,58-62,OH,OH-14,HS grad,11393.467075441184,Democratic,0.2479775998535085,2825.3246193778778,2463.8550390995047,0.2343307854853959,61
65865,White,Female,28-32,NC,NC-14,Post-grad,2233.584351790056,Did not vote,0.1154215549949712,257.8037790960431,643.1884293088461,0.2759169277711135,29
23414,White,Male,18-22,MA,MA-6,HS grad,6276.520599999998,Democratic,0.4893281533274689,3071.278234519816,2232.868615564793,0.3840298449604666,18
84497,Black,Female,33-37,GA,GA-5,No HS,1158.8025,Democratic,0.3570594243170299,413.76135354713506,229.4203453108596,0.1702498478474094,37
48384,Other/Multi,Male,23-27,MI,MI-5,HS grad,565.7470000000001,Did not vote,0.3043139735588361,172.1647175989909,341.4590176246352,0.569507544174404,26
332462,White,Male,73-77,MN,MN-2,4-year,2690.6179999999995,Republican,0.4364521948967998,1174.3261317288377,1142.3282733708236,0.4410236194677248,75
268778,Black,Male,63-67,FL,FL-11,4-year,425.2736443883099,Republican,0.1406157319773982,59.800164796357954,77.0976085292733,0.2031520005402368,65
206822,White,Female,53-57,TX,TX-35,4-year,1754.2593312253914,Did not vote,0.1072224357283827,188.09595839323015,559.9966943008292,0.3537234360725285,55
294500,Asian,Male,68-72,IL,IL-9,4-year,516.4292999999999,Did not vote,0.0488478362208829,25.226453866065235,88.93062344402908,0.2036002311571224,72
265703,White,Female,63-67,MO,MO-2,Some college,4851.290689807547,Democratic,0.3962891886517611,1922.5140513776753,1381.44032984901,0.3205518904970217,67
52355,White,Male,23-27,OH,OH-4,Some college,3714.930015694212,Democratic,0.324578149716505,1205.7851108203345,1321.2716393132216,0.3245646892857973,24
307187,White,Male,68-72,NC,NC-11,Post-grad,4169.0475986136125,Democratic,0.568781045849341,2371.275253335134,1993.6105658050872,0.4888899977131234,70
169427,Black,Female,48-52,VA,VA-1,HS grad,995.9022000000004,Democratic,0.6636475501295014,660.928055198581,469.83983867906466,0.4623182277753117,49
267582,Asian,Male,63-67,HI,HI-2,Post-grad,646.298,Democratic,0.7048585056654768,455.5486424945863,306.9303297096269,0.514588035880102,63
307563,White,Male,68-72,LA,LA-4,Some college,3417.7491999999993,Republican,0.874878499078644,2990.1152903232355,2654.210144163763,0.8519018610482175,71
93508,White,Female,33-37,WY,WY-1,HS grad,3028.0,Republican,0.4345074494191283,1315.6885568411203,868.4076701796082,0.2421546228766461,33
30828,Hispanic,Female,23-27,OR,OR-6,HS grad,1716.0549999999998,Democratic,0.4174536026051481,716.3733420185773,431.80033550828296,0.2391612076134221,25
65794,White,Female,28-32,KY,KY-1,Post-grad,1801.1584000000005,Republican,0.2304591105703274,415.09336286027406,639.8140200291618,0.3286539793999836,30
129469,Hispanic,Male,38-42,CA,CA-34,No HS,1420.295290277594,Did not vote,0.3991513116422368,566.912728033593,1288.5579434436029,0.794284943863481,41
277919,White,Male,63-67,CT,CT-1,4-year,3560.2831999999944,Republican,0.3085321496457134,1098.4618290435178,1216.087639546248,0.3632768344162773,64
292665,White,Female,68-72,TX,TX-21,HS grad,3623.235315970087,Republican,0.5251046992881045,1902.5778910425129,1800.902920949164,0.532567371944582,68
4007,Black,Female,18-22,GA,GA-2,Some college,5819.105299999997,Did not vote,0.2645322629041534,1539.341093086552,3995.503265970108,0.6161383818528381,22
163131,White,Male,43-47,CA,CA-52,2-year,514.3260627599984,Republican,0.3199534433177062,164.5603947681002,156.64255906648964,0.2741164819601439,45
124753,Asian,Male,38-42,CA,CA-14,Post-grad,2329.8594479588332,Did not vote,0.0841755144255461,196.11711757115376,1071.885183696635,0.4304695666595614,41
64934,White,Female,28-32,LA,LA-5,HS grad,3750.5688999999993,Democratic,0.1799051823608554,674.746781911453,259.30080449901806,0.0624444146389508,32
36486,White,Female,23-27,CA,CA-24,4-year,4081.111069895194,Did not vote,0.1106201203919159,451.45299788458715,1423.4687083297906,0.3234464126270532,24
99887,Hispanic,Male,33-37,CA,CA-49,2-year,307.3533789824634,Democratic,0.4961134990398973,152.48216028872557,131.11089485787372,0.418154488258928,36
334399,White,Male,73-77,VA,VA-6,Some college,2977.5116000000003,Republican,0.4674880254858291,1391.951018745152,1732.2091409206644,0.6209052596506887,74
94276,White,Female,33-37,PA,PA-17,Post-grad,5270.373399999998,Republican,0.1962418995846494,1034.268087536407,1167.8007317113384,0.2155914076129197,34
163952,White,Male,43-47,AZ,AZ-8,HS grad,3429.128899999999,Democratic,0.3497396134003188,1199.3022157858602,652.1773018504188,0.1850187373727626,47
234962,White,Female,58-62,ND,ND-1,2-year,3718.0,Did not vote,0.0911221666754344,338.7922156992651,920.409954958633,0.2570367803179381,58
107692,White,Male,33-37,WV,WV-2,HS grad,9867.509999999997,Did not vote,0.2697280914128419,2661.5446392971307,7380.290771672435,0.6398477835950663,36
359576,Asian,Female,83+,NY,NY-6,HS grad,525.4961,Democratic,0.6809424802631103,357.83261770259145,106.69821115047652,0.3917912965518645,98
356678,White,Male,78-82,GA,GA-9,4-year,1384.2772000000011,Democratic,0.2990804665541894,414.0102708163273,249.255658602363,0.175294736176498,80
73664,Hispanic,Male,28-32,CA,CA-22,Some college,4398.929008925843,Did not vote,0.1914825659403614,842.3182140186113,2359.8662826079503,0.5054813090476561,31
152419,Asian,Male,43-47,IN,IN-3,HS grad,43.0,Republican,0.3827058131940807,16.456349967345474,8.155408146381571,0.2040141224089066,44
90356,Other/Multi,Female,33-37,OH,OH-13,4-year,441.9587306888452,Democratic,0.609068797096714,269.1832724670455,136.90670369053603,0.3012738410411529,36
81607,Asian,Female,33-37,KS,KS-2,HS grad,149.3909,Did not vote,0.5286742605670404,78.97912359294466,141.68388917020866,0.8289824026403033,37
11651,White,Female,18-22,TX,TX-11,No HS,918.977234845316,Did not vote,0.6267891115441074,576.0049245579562,903.5397917668816,0.8191608004892507,20
194042,White,Male,48-52,MO,MO-8,Some college,3730.282756122426,Did not vote,0.1113036244822788,415.19399110017054,1158.1864109402186,0.3084281607091684,49
156278,Black,Male,43-47,NC,NC-8,Some college,948.9419740790876,Did not vote,0.2171110077678348,206.02574830550935,319.6875047665841,0.3352064000168119,44
15564,Black,Male,18-22,IN,IN-7,HS grad,2707.1509000000005,Did not vote,0.335803075202046,909.0695972559868,2290.2115258592476,0.7075489207779453,20
80231,White,Male,28-32,CA,CA-27,Some college,1785.568046057091,Democratic,0.4477540193488765,799.4952694429824,616.8788905998546,0.2935201434540139,32
319411,White,Female,73-77,SC,SC-7,4-year,2203.5146999999997,Republican,0.5585041887535724,1230.6721899300717,1238.0719655513533,0.6085972963898703,74
69677,Black,Male,28-32,PA,PA-4,4-year,508.54390000000006,Democratic,0.7272594945507843,369.84337967088464,330.57210444632005,0.6250900583654504,28
41511,Black,Male,23-27,GA,GA-1,4-year,1119.4275,Did not vote,0.1272167013399213,142.40987393919485,385.80371705104847,0.3287253175878737,24
150812,White,Female,43-47,MN,MN-2,Post-grad,3306.204500000001,Democratic,0.7062211368817147,2334.911500753442,2071.154449499067,0.6242095915619519,45
370234,White,Female,83+,MI,MI-10,Post-grad,899.0765000000002,Republican,0.4411216185402546,396.6020808715074,442.0857059038125,0.5078027557403318,89
70178,Black,Male,28-32,VA,VA-1,HS grad,1770.9831,Democratic,0.4843678948791127,857.8073560134851,613.7491509211757,0.3163417333401372,29
221270,White,Male,53-57,FL,FL-22,HS grad,2766.407004322559,Republican,0.5528690638395409,1529.460850678962,1932.418232131429,0.6652943158544771,56
250915,White,Male,58-62,IN,IN-3,Post-grad,1403.2979999999998,Did not vote,0.0353154793482776,49.558141538479376,220.02738991822113,0.1569061074482076,59
68188,Asian,Male,28-32,FL,FL-23,Post-grad,134.7192629241371,Did not vote,0.1953429637814633,26.316460098055153,102.3922486874696,0.607670438461365,31
237178,White,Female,58-62,NY,NY-24,Some college,4903.277600000001,Republican,0.5489490362657052,2691.6495130632206,2207.454198507393,0.4728540926345796,62
108437,White,Male,33-37,OH,OH-5,Post-grad,1401.0063085921142,Democratic,0.6307545933021026,883.6911643896991,746.2593862766475,0.5068334749180803,33
206744,White,Female,53-57,OH,OH-7,4-year,5826.7494685557,Did not vote,0.0555613453302224,323.7420393751137,1141.5765816518635,0.1945768544390702,54
206833,White,Female,53-57,UT,UT-2,4-year,3617.1587803012017,Republican,0.5709162954393573,2065.094890865506,1864.512022166141,0.5342817696364269,53
167375,Asian,Female,48-52,CA,CA-10,Post-grad,2055.1054130708844,Did not vote,0.1091317315158889,224.2772121761018,921.2434233098784,0.4309685979376055,49
24552,White,Male,18-22,KS,KS-1,Some college,13146.8535,Democratic,0.5227409378529138,6872.398528404861,2647.889953486792,0.1945699856366573,18
279578,White,Male,63-67,AK,AK-1,Some college,5169.0,Democratic,0.355241999824444,1836.245897092551,1533.9829379635023,0.3378232234441397,66
94105,White,Female,33-37,IN,IN-8,Post-grad,1657.8213999999998,Democratic,0.5455962978651157,904.5012183615628,568.8451233899568,0.3157117624719741,33
52352,White,Male,23-27,OH,OH-15,Some college,3637.602186986093,Did not vote,0.1731404466770612,629.8160674882271,1549.8115201745989,0.3933846488067199,24
12252,White,Female,18-22,KS,KS-1,Some college,13064.821400000004,Republican,0.2426719637107582,3170.4658646683383,3406.3477590031225,0.2424834020985396,21
192216,White,Male,48-52,IL,IL-12,4-year,2838.9823000000015,Republican,0.538983367392989,1530.1642400230935,1896.074978650116,0.6392971462846977,48
221562,White,Male,53-57,TX,TX-5,HS grad,3595.8401632398113,Did not vote,0.1854132641750788,666.7164621181417,1954.6497081903003,0.6270746456786443,56
6277,Hispanic,Female,18-22,CA,CA-41,Some college,6432.5457021623715,Did not vote,0.2106922786313058,1355.287711388603,4569.413128722753,0.6292678883643156,22
163378,White,Male,43-47,OK,OK-3,2-year,1426.9631999999997,Did not vote,0.3436732822546133,490.4091266005461,1727.8331750508794,0.9999981060069176,44
65631,White,Female,28-32,AL,AL-4,Post-grad,1672.6491000000003,Republican,0.5739931657291668,960.089152063042,934.0133061722142,0.5219068076249949,29
208093,White,Female,53-57,TN,TN-4,Post-grad,2258.6396000000004,Did not vote,0.0640165588352056,144.59033484092535,512.7822270681103,0.2334859752705317,53
50888,White,Male,23-27,IL,IL-17,HS grad,4938.484499999993,Did not vote,0.292473873907445,1444.37769294687,3652.3787778626206,0.6215817383352892,23
225636,Black,Female,58-62,NC,NC-1,2-year,1000.276295577828,Democratic,0.643354450703972,643.5322066936775,507.5026718798934,0.5257912093439726,58
115780,Hispanic,Female,38-42,CA,CA-11,Post-grad,947.4587251037136,Democratic,0.8058825570238478,763.5404600611356,582.1473443599841,0.6239065453705479,42
333599,White,Male,73-77,CA,CA-30,Post-grad,1502.504409209742,Democratic,0.6641654220359772,997.9114750537047,884.7747963140661,0.6418599354325736,75
38225,White,Female,23-27,CA,CA-23,Some college,2054.5879270675887,Democratic,0.4437822659197148,911.7896858053444,715.473764864876,0.2973513708458822,26
101014,Hispanic,Male,33-37,PA,PA-10,HS grad,573.4453,Republican,0.3591134747505917,205.9319342623955,146.98769109516508,0.2402404937011475,34
32068,Hispanic,Female,23-27,NY,NY-2,Some college,1031.7713,Did not vote,0.2415538486124065,249.22832840282587,609.6929796530682,0.535909727940534,27
325669,Black,Male,73-77,OH,OH-11,Some college,1177.2289932997237,Did not vote,0.0821737557293404,96.73732773290882,254.75777949009105,0.2603481616309507,74
305094,Other/Multi,Male,68-72,OK,OK-5,Some college,321.91210000000007,Republican,0.6967852014867267,224.30358745951537,167.41005264416546,0.6413107902949248,72
78324,White,Male,28-32,OH,OH-5,2-year,1719.3062668765656,Did not vote,0.1537993983691399,264.42826945790773,699.3464712106434,0.365628967785294,29
