draw,party,share
23,A: Socialdemokratiet,0.2377274101598104
23,Other - Left,0.13782048489900445
23,V: Venstre,0.1259824551109345
23,F: SF - Socialistisk Folkeparti,0.09918122420152063
23,Other - Right,0.09508265162194379
23,M: Moderaterne,0.08196401233221953
23,I: Liberal Alliance,0.09083111945182025
23,Æ: Danmarksdemokraterne,0.06774484220242798
23,Other,0.02636321411473139
24,Did not vote,0.04397469132966869
24,A: Socialdemokratiet,0.2670483001730994
24,Other - Left,0.12196685677867246
24,V: Venstre,0.11704669242990043
24,F: SF - Socialistisk Folkeparti,0.08718550486161715
24,Other - Right,0.10958297499862417
24,M: Moderaterne,0.09671118574726913
24,I: Liberal Alliance,0.07664358509056411
24,Æ: Danmarksdemokraterne,0.05309780893802796
24,Other,0.026742399652559118
25,Did not vote,0.04166743006644768
25,A: Socialdemokratiet,0.24206452629191055
25,Other - Left,0.13951758502401573
25,V: Venstre,0.10847740797858131
25,F: SF - Socialistisk Folkeparti,0.09422161029572039
25,Other - Right,0.10678248736821895
25,M: Moderaterne,0.10498877489696043
25,I: Liberal Alliance,0.07059551093071836
25,Æ: Danmarksdemokraterne,0.0666241638411522
25,Other,0.025060503306277
26,Did not vote,0.051037238353855506
26,A: Socialdemokratiet,0.2249132676863224
26,Other - Left,0.12588136853054194
26,V: Venstre,0.11987227374047996
26,F: SF - Socialistisk Folkeparti,0.10002425310403426
26,Other - Right,0.1134936884462456
26,M: Moderaterne,0.09030152730640624
26,I: Liberal Alliance,0.0681563245356409
26,Æ: Danmarksdemokraterne,0.0769901096693899
26,Other,0.029329948627087404
27,Did not vote,0.043379145491635525
27,A: Socialdemokratiet,0.23578252579275952
27,Other - Left,0.13166170445988984
27,V: Venstre,0.12087223038415124
27,F: SF - Socialistisk Folkeparti,0.1057850292214416
27,Other - Right,0.10026720378015395
27,M: Moderaterne,0.09297278738111112
27,I: Liberal Alliance,0.08532036136255147
27,Æ: Danmarksdemokraterne,0.05844521306216161
27,Other,0.025513799064150067
28,Did not vote,0.04153906339526833
28,A: Socialdemokratiet,0.2367159537117571
28,Other - Left,0.16452935082861964
28,V: Venstre,0.12052254297954251
28,F: SF - Socialistisk Folkeparti,0.10483928310633478
28,Other - Right,0.09413605063471327
28,M: Moderaterne,0.08750457838689858
28,I: Liberal Alliance,0.06625870806878278
28,Æ: Danmarksdemokraterne,0.058244324394052145
28,Other,0.025710144494039758
29,Did not vote,0.043748591346419806
29,A: Socialdemokratiet,0.233359248039656
29,Other - Left,0.1400084168558152
29,V: Venstre,0.13731211345453134
29,F: SF - Socialistisk Folkeparti,0.10702162410842786
29,Other - Right,0.07530243587959255
29,M: Moderaterne,0.0928356884383285
29,I: Liberal Alliance,0.07313818109768581
29,Æ: Danmarksdemokraterne,0.06843257915784258
29,Other,0.028841121621707502
30,Did not vote,0.04585953884885923
30,A: Socialdemokratiet,0.2249881110343305
30,Other - Left,0.13827773582583866
30,V: Venstre,0.13257446418525246
30,F: SF - Socialistisk Folkeparti,0.09522566590880277
30,Other - Right,0.12475073160162722
30,M: Moderaterne,0.08712594804699031
30,I: Liberal Alliance,0.06707082829648024
30,Æ: Danmarksdemokraterne,0.06273858622150177
30,Other,0.02138839003032139
31,Did not vote,0.043262025910460244
31,A: Socialdemokratiet,0.2486117538974624
31,Other - Left,0.13507475145819345
31,V: Venstre,0.11143583566498297
31,F: SF - Socialistisk Folkeparti,0.11754653599492378
31,Other - Right,0.09665510871114477
31,M: Moderaterne,0.08468798185144462
31,I: Liberal Alliance,0.06534462720728598
31,Æ: Danmarksdemokraterne,0.0707961273751124
31,Other,0.026585251928995406
32,Did not vote,0.044620083323779924
32,A: Socialdemokratiet,0.2456696072915444
32,Other - Left,0.13555331870988158
32,V: Venstre,0.12079765285543663
32,F: SF - Socialistisk Folkeparti,0.09993811951196374
32,Other - Right,0.08441373614763141
32,M: Moderaterne,0.10389352766501044
32,I: Liberal Alliance,0.07417508528152861
32,Æ: Danmarksdemokraterne,0.06718423075849089
32,Other,0.02375463845473908
33,Did not vote,0.048875914237284206
33,A: Socialdemokratiet,0.22472183228648052
33,Other - Left,0.12602811839278127
33,V: Venstre,0.1391864349377101
33,F: SF - Socialistisk Folkeparti,0.09769635224459718
33,Other - Right,0.11163911944648004
33,M: Moderaterne,0.07813363914384708
33,I: Liberal Alliance,0.082301268425484575
33,Æ: Danmarksdemokraterne,0.06100680404387543
33,Other,0.030410516841466003
34,Did not vote,0.047990404641618835
34,A: Socialdemokratiet,0.2432905478080221
34,Other - Left,0.13188792884850847
34,V: Venstre,0.129103106362536
34,F: SF - Socialistisk Folkeparti,0.09905685810115251
34,Other - Right,0.09648361216558828
34,M: Moderaterne,0.1108512716741551
34,I: Liberal Alliance,0.0541899496184707
34,Æ: Danmarksdemokraterne,0.06313904108549165
34,Other,0.024007279694462126
35,Did not vote,0.04380904943136705
35,A: Socialdemokratiet,0.2178157823368392
35,Other - Left,0.14627600019565493
35,V: Venstre,0.1233070772138306
35,F: SF - Socialistisk Folkeparti,0.09843485384274024
35,Other - Right,0.107671787047741
35,M: Moderaterne,0.09734987795883
35,I: Liberal Alliance,0.06794598805259423
35,Æ: Danmarksdemokraterne,0.07226805454516916
35,Other,0.025121529375240773
36,Did not vote,0.04220537117161067
36,A: Socialdemokratiet,0.23394132864372624
36,Other - Left,0.14104884520210417
36,V: Venstre,0.12849351834227732
36,F: SF - Socialistisk Folkeparti,0.10214944684712925
36,Other - Right,0.08873663234594978
36,M: Moderaterne,0.10983936577809704
36,I: Liberal Alliance,0.06394083527946248
36,Æ: Danmarksdemokraterne,0.06265326833451232
36,Other,0.026991388055137754
37,Did not vote,0.04459315172803785
37,A: Socialdemokratiet,0.2143226972573427
37,Other - Left,0.13817225732772956
37,V: Venstre,0.12067108557199416
37,F: SF - Socialistisk Folkeparti,0.09679078518436546
37,Other - Right,0.11974330998209826
37,M: Moderaterne,0.09851759683145067
37,I: Liberal Alliance,0.07333992722595042
37,Æ: Danmarksdemokraterne,0.06208649819761849
37,Other,0.03176269069341694
38,Did not vote,0.04249307254098106
38,A: Socialdemokratiet,0.24004110886346589
38,Other - Left,0.12334589907975849
38,V: Venstre,0.13605373329780726
38,F: SF - Socialistisk Folkeparti,0.1082292906738955
38,Other - Right,0.10650358379592607
38,M: Moderaterne,0.09351629188418209
38,I: Liberal Alliance,0.05218505248997459
38,Æ: Danmarksdemokraterne,0.06814353223875108
38,Other,0.02948843513526544
39,Did not vote,0.041852834204338656
39,A: Socialdemokratiet,0.24292639663574034
39,Other - Left,0.14926486063994715
39,V: Venstre,0.105899301741047
39,F: SF - Socialistisk Folkeparti,0.1103605878274529
39,Other - Right,0.09234820723525562
39,M: Moderaterne,0.08564181306911399
39,I: Liberal Alliance,0.07086179620436807
39,Æ: Danmarksdemokraterne,0.06999457287414364
39,Other,0.03084962956859765
40,Did not vote,0.038415614299407444
40,A: Socialdemokratiet,0.23442063480627923
40,Other - Left,0.14942381206376962
40,V: Venstre,0.12403188971099068
40,F: SF - Socialistisk Folkeparti,0.11583114706458834
40,Other - Right,0.09239956803134569
40,M: Moderaterne,0.08650819035082309
40,I: Liberal Alliance,0.06859662074340296
40,Æ: Danmarksdemokraterne,0.056400007366439124
40,Other,0.03397251556295999
41,Did not vote,0.043468389255458185
41,A: Socialdemokratiet,0.24990030270384753
41,Other - Left,0.13258681115217086
41,V: Venstre,0.12222941780893298
41,F: SF - Socialistisk Folkeparti,0.08119161865623524
41,Other - Right,0.09913385177755414
41,M: Moderaterne,0.0893595357720733
41,I: Liberal Alliance,0.07487658309245328
41,Æ: Danmarksdemokraterne,0.07818569301443046
41,Other,0.029067796766850222
42,Did not vote,0.04423710527024754
42,A: Socialdemokratiet,0.24141491539478144
42,Other - Left,0.13371642518108343
42,V: Venstre,0.11930242750978909
42,F: SF - Socialistisk Folkeparti,0.1012925233170267
42,Other - Right,0.0973891640939016
42,M: Moderaterne,0.08659641506480217
42,I: Liberal Alliance,0.0759667934271658
42,Æ: Danmarksdemokraterne,0.07694941109292666
42,Other,0.02313481964828092
43,Did not vote,0.03829877890258136
43,A: Socialdemokratiet,0.22568688725335256
43,Other - Left,0.12837274511981978
43,V: Venstre,0.1491303867587144
43,F: SF - Socialistisk Folkeparti,0.0938869245424504
43,Other - Right,0.08979068664571348
43,M: Moderaterne,0.1046476615063625
43,I: Liberal Alliance,0.07282017947438148
43,Æ: Danmarksdemokraterne,0.0677364302843349
43,Other,0.02962931951229463
44,Did not vote,0.03989446381366988
44,A: Socialdemokratiet,0.24651694364733193
44,Other - Left,0.11994964900553966
44,V: Venstre,0.12644291776759464
44,F: SF - Socialistisk Folkeparti,0.10800222076238546
44,Other - Right,0.0924505248182347
44,M: Moderaterne,0.09349152212217994
44,I: Liberal Alliance,0.0770054763278315
44,Æ: Danmarksdemokraterne,0.07357608787373546
44,Other,0.02267019386149873
45,Did not vote,0.04410530309927915
45,A: Socialdemokratiet,0.2124562368792972
45,Other - Left,0.12966719513738548
45,V: Venstre,0.13142924606308728
45,F: SF - Socialistisk Folkeparti,0.09740771229402553
45,Other - Right,0.09254691375703607
45,M: Moderaterne,0.10583022834446591
45,I: Liberal Alliance,0.07558838283493267
45,Æ: Danmarksdemokraterne,0.08436250384219911
45,Other,0.026606277748298813
46,Did not vote,0.047904964663846986
46,A: Socialdemokratiet,0.2217734074532617
46,Other - Left,0.12417983113228005
46,V: Venstre,0.1294195787898763
46,F: SF - Socialistisk Folkeparti,0.112966197190503
46,Other - Right,0.101953017384364
46,M: Moderaterne,0.10510492114554483
46,I: Liberal Alliance,0.0744840989319584
46,Æ: Danmarksdemokraterne,0.059216142976787726
46,Other,0.02299784033158385
47,Did not vote,0.040820707760954866
47,A: Socialdemokratiet,0.25257719277830887
47,Other - Left,0.11912831200817114
47,V: Venstre,0.1119748204682818
47,F: SF - Socialistisk Folkeparti,0.11352031062774608
47,Other - Right,0.09016709163240899
47,M: Moderaterne,0.09904296568863516
47,I: Liberal Alliance,0.07320843408590354
47,Æ: Danmarksdemokraterne,0.07326616631779681
47,Other,0.02629399863179664
48,Did not vote,0.04225552198849255
48,A: Socialdemokratiet,0.24530042244473182
48,Other - Left,0.1264767248767738
48,V: Venstre,0.14038147016238264
48,F: SF - Socialistisk Folkeparti,0.10154018130365747
48,Other - Right,0.09614500022503
48,M: Moderaterne,0.09783039765368821
48,I: Liberal Alliance,0.05717723074086564
48,Æ: Danmarksdemokraterne,0.06436844851942565
48,Other,0.028524602084959244
49,Did not vote,0.0470460716466941
49,A: Socialdemokratiet,0.22225843354964162
49,Other - Left,0.13811604723004622
49,V: Venstre,0.13952079097324505
49,F: SF - Socialistisk Folkeparti,0.08842172413863968
49,Other - Right,0.09866287743249809
49,M: Moderaterne,0.096062481156263
49,I: Liberal Alliance,0.08195481468662924
49,Æ: Danmarksdemokraterne,0.06491324205827165
49,Other,0.023043517128076594
50,Did not vote,0.040408704614273594
50,A: Socialdemokratiet,0.23303284526907977
50,Other - Left,0.1365408174745697
50,V: Venstre,0.12164396791548959
50,F: SF - Socialistisk Folkeparti,0.10541450803878318
50,Other - Right,0.1021525122287315
50,M: Moderaterne,0.10281420014698288
50,I: Liberal Alliance,0.07450323717465539
50,Æ: Danmarksdemokraterne,0.06141900586713705
50,Other,0.02207020127030161
51,Did not vote,0.04558233455984578
51,A: Socialdemokratiet,0.2320053188439932
51,Other - Left,0.13491763233141807
51,V: Venstre,0.11083133574685622
51,F: SF - Socialistisk Folkeparti,0.10327127254561218
51,Other - Right,0.08544126578444264
51,M: Moderaterne,0.11729625964380327
51,I: Liberal Alliance,0.07954891248557981
51,Æ: Danmarksdemokraterne,0.06495917413183565
51,Other,0.026146493926619784
52,Did not vote,0.041920073907279136
52,A: Socialdemokratiet,0.24252289968243035
52,Other - Left,0.13873757857735325
52,V: Venstre,0.11236274305284838
52,F: SF - Socialistisk Folkeparti,0.108859067829715
52,Other - Right,0.09085125327292133
52,M: Moderaterne,0.10318585237504203
52,I: Liberal Alliance,0.06876204704719364
52,Æ: Danmarksdemokraterne,0.06767661876428532
52,Other,0.0251218654909353
53,Did not vote,0.036836526654499595
53,A: Socialdemokratiet,0.2255687743956457
53,Other - Left,0.14543157050233535
53,V: Venstre,0.12165239427011684
53,F: SF - Socialistisk Folkeparti,0.09808229255501584
53,Other - Right,0.10628226577247485
53,M: Moderaterne,0.11039768022335804
53,I: Liberal Alliance,0.06592468319812811
53,Æ: Danmarksdemokraterne,0.06135206849796917
53,Other,0.02847174393046125
54,Did not vote,0.04435504581637758
54,A: Socialdemokratiet,0.23447938435112334
54,Other - Left,0.13539806030357168
54,V: Venstre,0.13771726835384362
54,F: SF - Socialistisk Folkeparti,0.10357824684616435
54,Other - Right,0.1013264869779069
54,M: Moderaterne,0.08843953330813793
54,I: Liberal Alliance,0.06563104196268929
54,Æ: Danmarksdemokraterne,0.06162722973132841
54,Other,0.027447702348865333
55,Did not vote,0.04603132081526873
55,A: Socialdemokratiet,0.24787544629315222
55,Other - Left,0.1347771293631314
55,V: Venstre,0.11372448294112694
55,F: SF - Socialistisk Folkeparti,0.10348896298603043
55,Other - Right,0.09165115641465624
55,M: Moderaterne,0.10502726574446282
55,I: Liberal Alliance,0.0709275201386822
55,Æ: Danmarksdemokraterne,0.06139466559387183
55,Other,0.025102049709622768
56,Did not vote,0.04274552716202446
56,A: Socialdemokratiet,0.24483801380537748
56,Other - Left,0.1277350467611966
56,V: Venstre,0.1344680589751072
56,F: SF - Socialistisk Folkeparti,0.11089588649895636
56,Other - Right,0.09680889819608472
56,M: Moderaterne,0.07614429574160524
56,I: Liberal Alliance,0.0679538615098551
56,Æ: Danmarksdemokraterne,0.07160919975096816
56,Other,0.026801211598829297
57,Did not vote,0.04202240584113044
57,A: Socialdemokratiet,0.21432694444971037
57,Other - Left,0.12220922343438922
57,V: Venstre,0.13450003651189446
57,F: SF - Socialistisk Folkeparti,0.1136298220883311
57,Other - Right,0.09880217275437006
57,M: Moderaterne,0.11802377457499041
57,I: Liberal Alliance,0.07022845166967165
57,Æ: Danmarksdemokraterne,0.0581754378073677
57,Other,0.02808173086814956
58,Did not vote,0.03654787126126999
58,A: Socialdemokratiet,0.24921724115627863
58,Other - Left,0.11932827829571414
58,V: Venstre,0.1297927657497128
58,F: SF - Socialistisk Folkeparti,0.09443060655863696
58,Other - Right,0.10908181360778717
58,M: Moderaterne,0.09962692429127148
58,I: Liberal Alliance,0.06894889739767021
58,Æ: Danmarksdemokraterne,0.05850109346697727
58,Other,0.03452450821468783
59,Did not vote,0.04278215248247645
59,A: Socialdemokratiet,0.24865238336806134
59,Other - Left,0.12972669344109528
59,V: Venstre,0.12897707179580653
59,F: SF - Socialistisk Folkeparti,0.10561342166540895
59,Other - Right,0.100472229294676
59,M: Moderaterne,0.09137442802819623
59,I: Liberal Alliance,0.05883846282053513
59,Æ: Danmarksdemokraterne,0.06284958305052138
59,Other,0.030713574053225192
60,Did not vote,0.04278708415807426
60,A: Socialdemokratiet,0.2522155606855834
60,Other - Left,0.13531683991218219
60,V: Venstre,0.12460730903999924
60,F: SF - Socialistisk Folkeparti,0.08953755683183183
60,Other - Right,0.08711947457489318
60,M: Moderaterne,0.09641254778332953
60,I: Liberal Alliance,0.08346775770888408
60,Æ: Danmarksdemokraterne,0.06283764505186026
60,Other,0.025698224253364838
61,Did not vote,0.04616537357354121
61,A: Socialdemokratiet,0.22534978641484038
61,Other - Left,0.13351733339063052
61,V: Venstre,0.15148533594492364
61,F: SF - Socialistisk Folkeparti,0.1004360263519219
61,Other - Right,0.1024636246496333
61,M: Moderaterne,0.09692815543201817
61,I: Liberal Alliance,0.06584257298874138
61,Æ: Danmarksdemokraterne,0.05883913863571017
61,Other,0.018972652618048248
62,Did not vote,0.040602737411942966
62,A: Socialdemokratiet,0.2297295868225909
62,Other - Left,0.14275138305463456
62,V: Venstre,0.14031098304818335
62,F: SF - Socialistisk Folkeparti,0.10254122784266552
62,Other - Right,0.09342777147135747
62,M: Moderaterne,0.09553797647836629
62,I: Liberal Alliance,0.06407132879498229
62,Æ: Danmarksdemokraterne,0.061473985077541156
62,Other,0.02955301999774168
63,Did not vote,0.041411072820962465
63,A: Socialdemokratiet,0.23495019692070354
63,Other - Left,0.13746993129699547
63,V: Venstre,0.131965581477144
63,F: SF - Socialistisk Folkeparti,0.1053260067938775
63,Other - Right,0.10624588556900387
63,M: Moderaterne,0.09279556414056
63,I: Liberal Alliance,0.06898728411047284
63,Æ: Danmarksdemokraterne,0.05335873058526956
63,Other,0.02748974628501748
64,Did not vote,0.043182776394765324
64,A: Socialdemokratiet,0.21210805313321798
64,Other - Left,0.13082451586168986
64,V: Venstre,0.14410987259424282
64,F: SF - Socialistisk Folkeparti,0.10084060649596291
64,Other - Right,0.10103449794077171
64,M: Moderaterne,0.10160245284458694
64,I: Liberal Alliance,0.07089894033646435
64,Æ: Danmarksdemokraterne,0.06873575859256874
64,Other,0.026662525805735048
65,Did not vote,0.038964088496434075
65,A: Socialdemokratiet,0.24421718164339912
65,Other - Left,0.13537043493502723
65,V: Venstre,0.12552835198288662
65,F: SF - Socialistisk Folkeparti,0.10413203761511526
65,Other - Right,0.09354320665374219
65,M: Moderaterne,0.09900452032038756
65,I: Liberal Alliance,0.07035586367299926
65,Æ: Danmarksdemokraterne,0.0602606090951464
65,Other,0.028623705584869603
66,Did not vote,0.04392407422020963
66,A: Socialdemokratiet,0.2308945686008566
66,Other - Left,0.1390911355405572
66,V: Venstre,0.1412954750562399
66,F: SF - Socialistisk Folkeparti,0.11298696394147661
66,Other - Right,0.08687735897475925
66,M: Moderaterne,0.08393585199773018
66,I: Liberal Alliance,0.07093539645130702
66,Æ: Danmarksdemokraterne,0.0649975159822573
66,Other,0.025061659234610293
67,Did not vote,0.049863724943915784
67,A: Socialdemokratiet,0.23309816149703483
67,Other - Left,0.13454561015977343
67,V: Venstre,0.13741561664387894
67,F: SF - Socialistisk Folkeparti,0.10551143272521772
67,Other - Right,0.09324541446763226
67,M: Moderaterne,0.08296357145523871
67,I: Liberal Alliance,0.07587837836195797
67,Æ: Danmarksdemokraterne,0.06589120254431044
67,Other,0.021586887201046116
68,Did not vote,0.042362618197779825
68,A: Socialdemokratiet,0.22019637076563003
68,Other - Left,0.14162285270669955
68,V: Venstre,0.1333172955127137
68,F: SF - Socialistisk Folkeparti,0.09707957977192673
68,Other - Right,0.09306386965403486
68,M: Moderaterne,0.10310050966547014
68,I: Liberal Alliance,0.07323693831712584
68,Æ: Danmarksdemokraterne,0.06817351162350023
68,Other,0.027846453785126055
69,Did not vote,0.04543927480370572
69,A: Socialdemokratiet,0.21180327130868515
69,Other - Left,0.13112232862908457
69,V: Venstre,0.1279080275543543
69,F: SF - Socialistisk Folkeparti,0.10127252186921358
69,Other - Right,0.12879502404252474
